Variable_group,Variable name,Class_1,Class_2,Class_3,Class_4,Class_5,Unit,Territory,Year,Value
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,AL,2030,1.4e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,AL,2035,1.5e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,AL,2040,1.5e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,AL,2045,1.5e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,AL,2050,0.0001
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,AM,2025,3.1e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,AM,2030,3.1e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,AM,2035,0.000901
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,AM,2040,0.002867
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,AM,2045,0.002889
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,AM,2050,0.004804
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,AP,2025,1.7e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,AP,2030,1.7e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,AP,2035,0.00064
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,AP,2040,0.000641
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,AP,2045,0.000641
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,AP,2050,0.000624
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,BA,2025,0.007675
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,BA,2030,0.007675
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,BA,2035,0.007676
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,BA,2040,0.007676
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,BA,2045,0.007677
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,BA,2050,0.007758
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,CE,2025,0.007051
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,CE,2030,0.007051
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,CE,2035,0.007051
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,CE,2040,0.007051
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,CE,2045,0.007052
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,CE,2050,0.007074
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,ES,2025,1.7e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,ES,2030,1.8e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,ES,2035,2.5e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,ES,2040,0.000116
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,ES,2045,0.000117
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,ES,2050,0.000208
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,GO,2025,0.000945
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,GO,2030,0.008203
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,GO,2035,0.018135
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,GO,2040,0.018136
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,GO,2045,0.018409
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,GO,2050,0.020622
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,MA,2025,6.1e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,MA,2030,6.1e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,MA,2035,0.00129
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,MA,2040,0.004946
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,MA,2045,0.007451
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,MA,2050,0.010144
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,MG,2025,0.019553
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,MG,2030,0.019553
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,MG,2035,0.019932
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,MG,2040,0.019934
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,MG,2045,0.024839
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,MG,2050,0.029911
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,MS,2025,5.3e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,MS,2030,0.002937
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,MS,2035,0.006777
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,MS,2040,0.006778
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,MS,2045,0.006779
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,MS,2050,0.006895
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,MT,2025,5.5e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,MT,2030,0.016591
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,MT,2035,0.016594
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,MT,2040,0.016596
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,MT,2045,0.016632
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,MT,2050,0.019896
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PA,2025,0.000119
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PA,2030,0.008138
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PA,2035,0.013612
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PA,2040,0.013618
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PA,2045,0.016917
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PA,2050,0.017104
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PB,2025,0.003884
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PB,2030,0.003884
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PB,2035,0.003884
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PB,2040,0.003884
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PB,2045,0.003884
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PB,2050,0.00388
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PE,2025,0.004376
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PE,2030,0.004376
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PE,2035,0.004376
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PE,2040,0.004377
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PE,2045,0.004377
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PE,2050,0.004392
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PI,2025,0.008602
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PI,2030,0.008603
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PI,2035,0.008604
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PI,2040,0.008604
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PI,2045,0.008605
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PI,2050,0.008607
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PR,2025,4.4e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PR,2030,0.000978
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PR,2035,0.003594
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PR,2040,0.008675
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PR,2045,0.014014
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,PR,2050,0.017635
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RJ,2025,3.3e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RJ,2030,0.002246
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RJ,2035,0.005199
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RJ,2040,0.007411
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RJ,2045,0.0079
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RJ,2050,0.018813
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RN,2025,0.004186
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RN,2030,0.004186
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RN,2035,0.004186
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RN,2040,0.004186
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RN,2045,0.004186
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RN,2050,0.004185
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RO,2025,7.5e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RO,2030,7.7e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RO,2035,8e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RO,2040,0.000354
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RO,2045,0.005044
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RO,2050,0.008325
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RR,2025,1.3e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RR,2030,1.3e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RR,2035,1.3e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RR,2040,2.2e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RR,2045,0.001603
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RR,2050,0.005101
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RS,2025,5.4e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RS,2030,0.001201
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RS,2035,0.0098
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RS,2040,0.013271
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RS,2045,0.015192
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,RS,2050,0.023366
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,SC,2025,2.4e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,SC,2030,2.4e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,SC,2035,2.9e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,SC,2040,2.9e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,SC,2045,3e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,SC,2050,0.000182
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,SE,2025,1.5e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,SE,2030,1.5e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,SE,2035,1.5e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,SE,2040,1.6e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,SE,2045,1.6e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,SE,2050,0.000437
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,SP,2025,0.002863
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,SP,2030,0.005502
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,SP,2035,0.006221
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,SP,2040,0.031221
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,SP,2045,0.066183
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,SP,2050,0.101318
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,TO,2025,6.4e-05
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,TO,2030,0.001212
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,TO,2035,0.00496
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,TO,2040,0.004965
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,TO,2045,0.005933
Energy supply and use,Renewable power area by type,Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,Mha,TO,2050,0.006421
Energy supply and use,Renewable power area by type,Wind,Offshore,Electricity generation (public service),NA,NA,Mha,RJ,2025,8e-06
Energy supply and use,Renewable power area by type,Wind,Offshore,Electricity generation (public service),NA,NA,Mha,RJ,2030,8e-06
Energy supply and use,Renewable power area by type,Wind,Offshore,Electricity generation (public service),NA,NA,Mha,RJ,2035,8e-06
Energy supply and use,Renewable power area by type,Wind,Offshore,Electricity generation (public service),NA,NA,Mha,RJ,2040,8e-06
Energy supply and use,Renewable power area by type,Wind,Offshore,Electricity generation (public service),NA,NA,Mha,RJ,2045,3e-06
Energy supply and use,Renewable power area by type,Wind,Offshore,Electricity generation (public service),NA,NA,Mha,RJ,2050,2.8e-05
Energy supply and use,Renewable power area by type,Wind,Offshore,Electricity generation (public service),NA,NA,Mha,RN,2025,2.1e-05
Energy supply and use,Renewable power area by type,Wind,Offshore,Electricity generation (public service),NA,NA,Mha,RN,2030,2.1e-05
Energy supply and use,Renewable power area by type,Wind,Offshore,Electricity generation (public service),NA,NA,Mha,RN,2035,2.1e-05
Energy supply and use,Renewable power area by type,Wind,Offshore,Electricity generation (public service),NA,NA,Mha,RN,2040,2.1e-05
Energy supply and use,Renewable power area by type,Wind,Offshore,Electricity generation (public service),NA,NA,Mha,RN,2045,7e-06
Energy supply and use,Renewable power area by type,Wind,Offshore,Electricity generation (public service),NA,NA,Mha,RN,2050,5.8e-05
Energy supply and use,Renewable power area by type,Wind,Offshore,Electricity generation (public service),NA,NA,Mha,RS,2025,1.1e-05
Energy supply and use,Renewable power area by type,Wind,Offshore,Electricity generation (public service),NA,NA,Mha,RS,2030,1.1e-05
Energy supply and use,Renewable power area by type,Wind,Offshore,Electricity generation (public service),NA,NA,Mha,RS,2035,1.1e-05
Energy supply and use,Renewable power area by type,Wind,Offshore,Electricity generation (public service),NA,NA,Mha,RS,2040,1.1e-05
Energy supply and use,Renewable power area by type,Wind,Offshore,Electricity generation (public service),NA,NA,Mha,RS,2045,4e-06
Energy supply and use,Renewable power area by type,Wind,Offshore,Electricity generation (public service),NA,NA,Mha,RS,2050,3.4e-05
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,AC,2025,9.6e-05
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,AC,2030,9.6e-05
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,AC,2035,9.6e-05
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,AC,2040,9.7e-05
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,AC,2045,9.7e-05
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,AC,2050,0.000143
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,AL,2025,9.4e-05
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,AL,2030,9.4e-05
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,AL,2035,9.5e-05
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,AL,2040,9.6e-05
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,AL,2045,9.8e-05
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,AL,2050,0.000315
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,AM,2025,2.4e-05
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,AM,2030,2.4e-05
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,AM,2035,2.4e-05
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,AM,2040,2.4e-05
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,AM,2045,2.4e-05
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,AM,2050,3.9e-05
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,AP,2025,5.9e-05
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,AP,2030,5.9e-05
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,AP,2035,5.9e-05
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,AP,2040,5.9e-05
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,AP,2045,6e-05
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,AP,2050,7.3e-05
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,BA,2025,0.224007
Energy supply and use,Renewable power area by type,Wind,Onshore,Electricity generation (public service),NA,NA,Mha,BA,2030,0.224017
