Variable_group,Variable name,Class_1,Class_2,Class_3,Class_4,Class_5,Unit,Territory,Year,Value
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,AM,2025,0.00071
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,AM,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,AM,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,AM,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,AM,2045,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,AM,2050,0.00063
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,AP,2025,0.00047
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,AP,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,AP,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,AP,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,AP,2045,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,AP,2050,0.0004
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,BA,2025,0.00081
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,BA,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,BA,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,BA,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,BA,2045,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,BA,2050,0.00082
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,CE,2025,0.00075
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,CE,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,CE,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,CE,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,CE,2045,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,CE,2050,0.00089
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,DF,2025,0.00076
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,DF,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,DF,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,DF,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,DF,2045,2e-05
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,DF,2050,0.00066
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,ES,2025,0.00077
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,ES,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,ES,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,ES,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,ES,2045,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,ES,2050,0.00053
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,GO,2025,0.00078
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,GO,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,GO,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,GO,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,GO,2045,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,GO,2050,0.00087
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,MA,2025,0.00073
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,MA,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,MA,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,MA,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,MA,2045,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,MA,2050,0.00077
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,MG,2025,0.00086
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,MG,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,MG,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,MG,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,MG,2045,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,MG,2050,0.0009
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,MS,2025,0.00078
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,MS,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,MS,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,MS,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,MS,2045,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,MS,2050,0.00052
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,MT,2025,0.00075
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,MT,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,MT,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,MT,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,MT,2045,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,MT,2050,0.00056
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PA,2025,0.00085
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PA,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PA,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PA,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PA,2045,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PA,2050,0.00046
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PB,2025,0.00078
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PB,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PB,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PB,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PB,2045,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PB,2050,0.00028
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PE,2025,0.00078
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PE,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PE,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PE,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PE,2045,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PE,2050,0.00092
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PI,2025,0.00074
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PI,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PI,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PI,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PI,2045,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PI,2050,0.00063
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PR,2025,0.00078
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PR,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PR,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PR,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PR,2045,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,PR,2050,0.00087
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RJ,2025,0.00081
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RJ,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RJ,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RJ,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RJ,2045,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RJ,2050,0.00088
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RN,2025,0.00076
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RN,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RN,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RN,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RN,2045,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RN,2050,0.00056
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RO,2025,0.00054
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RO,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RO,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RO,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RO,2045,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RO,2050,0.00055
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RR,2025,0.00047
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RR,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RR,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RR,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RR,2045,1e-05
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RR,2050,0.00033
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RS,2025,0.00077
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RS,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RS,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RS,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RS,2045,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,RS,2050,0.0009
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,SC,2025,0.00073
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,SC,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,SC,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,SC,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,SC,2045,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,SC,2050,0.00055
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,SE,2025,0.00069
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,SE,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,SE,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,SE,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,SE,2045,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,SE,2050,0.00071
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,SP,2025,0.00086
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,SP,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,SP,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,SP,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,SP,2045,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,SP,2050,0.00091
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,TO,2025,0.0005
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,TO,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,TO,2035,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,TO,2040,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,TO,2045,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Rooftop,Electricity generation (public service),NA,NA,GW,TO,2050,0.00057
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,AC,2025,0.01036
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,AC,2030,0.83171
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,AC,2035,0.84926
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,AC,2040,0.27413
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,AC,2045,0.32023
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,AC,2050,0.13388
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,AL,2025,0.00475
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,AL,2030,2e-05
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,AL,2035,4e-05
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,AL,2040,9e-05
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,AL,2045,9e-05
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,AL,2050,0.03291
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,AM,2025,0.01017
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,AM,2030,0.00021
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,AM,2035,0.2871
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,AM,2040,0.64857
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,AM,2045,0.00745
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,AM,2050,0.64203
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,AP,2025,0.00556
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,AP,2030,0.0
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,AP,2035,0.20578
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,AP,2040,5e-05
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,AP,2045,2e-05
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,AP,2050,5e-05
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,BA,2025,0.00238
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,BA,2030,5e-05
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,BA,2035,6e-05
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,BA,2040,0.00012
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,BA,2045,0.00043
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,BA,2050,0.02893
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,CE,2025,0.00371
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,CE,2030,7e-05
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,CE,2035,8e-05
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,CE,2040,6e-05
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,CE,2045,6e-05
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,CE,2050,0.01118
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,ES,2025,0.00132
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,ES,2030,0.00011
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,ES,2035,0.00241
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,ES,2040,0.03017
Energy supply and use,"Solar, wind and battery average annual capacity additions",Solar photovoltaic,Utility-scale,Electricity generation (public service),NA,NA,GW,ES,2045,0.00024
