Variable_group,Variable name,Class_1,Class_2,Class_3,Class_4,Class_5,Unit,Territory,Year,Value
Underground carbon storage,CO2 storage,Parecis,NA,NA,NA,NA,MtCO2/year,PA,2045,0.0094
Underground carbon storage,CO2 storage,Parecis,NA,NA,NA,NA,MtCO2/year,PA,2050,0.01456
Underground carbon storage,CO2 storage,Parecis,NA,NA,NA,NA,MtCO2/year,RO,2025,0.0056
Underground carbon storage,CO2 storage,Parecis,NA,NA,NA,NA,MtCO2/year,RO,2030,0.00614
Underground carbon storage,CO2 storage,Parecis,NA,NA,NA,NA,MtCO2/year,RO,2035,0.0095
Underground carbon storage,CO2 storage,Parecis,NA,NA,NA,NA,MtCO2/year,RO,2040,0.00963
Underground carbon storage,CO2 storage,Parecis,NA,NA,NA,NA,MtCO2/year,RO,2045,0.00892
Underground carbon storage,CO2 storage,Parecis,NA,NA,NA,NA,MtCO2/year,RO,2050,0.01317
Underground carbon storage,CO2 storage,Parecis,NA,NA,NA,NA,MtCO2/year,RR,2025,0.00365
Underground carbon storage,CO2 storage,Parecis,NA,NA,NA,NA,MtCO2/year,RR,2030,0.00303
Underground carbon storage,CO2 storage,Parecis,NA,NA,NA,NA,MtCO2/year,RR,2035,0.00427
Underground carbon storage,CO2 storage,Parecis,NA,NA,NA,NA,MtCO2/year,RR,2040,0.00442
Underground carbon storage,CO2 storage,Parecis,NA,NA,NA,NA,MtCO2/year,RR,2045,0.00409
Underground carbon storage,CO2 storage,Parecis,NA,NA,NA,NA,MtCO2/year,RR,2050,0.01048
Underground carbon storage,CO2 storage,Parecis,NA,NA,NA,NA,MtCO2/year,TO,2025,0.01313
Underground carbon storage,CO2 storage,Parecis,NA,NA,NA,NA,MtCO2/year,TO,2030,0.01723
Underground carbon storage,CO2 storage,Parecis,NA,NA,NA,NA,MtCO2/year,TO,2035,0.02346
Underground carbon storage,CO2 storage,Parecis,NA,NA,NA,NA,MtCO2/year,TO,2040,0.02401
Underground carbon storage,CO2 storage,Parecis,NA,NA,NA,NA,MtCO2/year,TO,2045,0.02368
