Variable_group,Variable name,Class_1,Class_2,Class_3,Class_4,Class_5,Unit,Territory,Year,Value
Underground carbon storage,CO2 transport pipelines,Parecis,NA,NA,NA,NA,km,TO,2050,900.0
Underground carbon storage,CO2 transport pipelines,Potiguar,NA,NA,NA,NA,km,PB,2025,100.0
Underground carbon storage,CO2 transport pipelines,Potiguar,NA,NA,NA,NA,km,PB,2030,100.0
Underground carbon storage,CO2 transport pipelines,Potiguar,NA,NA,NA,NA,km,PB,2035,100.0
Underground carbon storage,CO2 transport pipelines,Potiguar,NA,NA,NA,NA,km,PB,2040,100.0
Underground carbon storage,CO2 transport pipelines,Potiguar,NA,NA,NA,NA,km,PB,2045,100.0
Underground carbon storage,CO2 transport pipelines,Potiguar,NA,NA,NA,NA,km,PB,2050,100.0
Underground carbon storage,CO2 transport pipelines,Potiguar,NA,NA,NA,NA,km,RN,2025,100.0
Underground carbon storage,CO2 transport pipelines,Potiguar,NA,NA,NA,NA,km,RN,2030,100.0
Underground carbon storage,CO2 transport pipelines,Potiguar,NA,NA,NA,NA,km,RN,2035,100.0
Underground carbon storage,CO2 transport pipelines,Potiguar,NA,NA,NA,NA,km,RN,2040,100.0
Underground carbon storage,CO2 transport pipelines,Potiguar,NA,NA,NA,NA,km,RN,2045,100.0
Underground carbon storage,CO2 transport pipelines,Potiguar,NA,NA,NA,NA,km,RN,2050,100.0
Underground carbon storage,CO2 transport pipelines,Recôncavo,NA,NA,NA,NA,km,BA,2025,200.0
Underground carbon storage,CO2 transport pipelines,Recôncavo,NA,NA,NA,NA,km,BA,2030,200.0
Underground carbon storage,CO2 transport pipelines,Recôncavo,NA,NA,NA,NA,km,BA,2035,200.0
Underground carbon storage,CO2 transport pipelines,Recôncavo,NA,NA,NA,NA,km,BA,2040,200.0
Underground carbon storage,CO2 transport pipelines,Recôncavo,NA,NA,NA,NA,km,BA,2045,200.0
Underground carbon storage,CO2 transport pipelines,Recôncavo,NA,NA,NA,NA,km,BA,2050,200.0
Underground carbon storage,CO2 transport pipelines,Sergipe-Alagoas,NA,NA,NA,NA,km,AL,2025,200.0
Underground carbon storage,CO2 transport pipelines,Sergipe-Alagoas,NA,NA,NA,NA,km,AL,2030,200.0
Underground carbon storage,CO2 transport pipelines,Sergipe-Alagoas,NA,NA,NA,NA,km,AL,2035,200.0
Underground carbon storage,CO2 transport pipelines,Sergipe-Alagoas,NA,NA,NA,NA,km,AL,2040,200.0
Underground carbon storage,CO2 transport pipelines,Sergipe-Alagoas,NA,NA,NA,NA,km,AL,2045,200.0
Underground carbon storage,CO2 transport pipelines,Sergipe-Alagoas,NA,NA,NA,NA,km,AL,2050,200.0
Underground carbon storage,CO2 transport pipelines,Sergipe-Alagoas,NA,NA,NA,NA,km,PE,2025,200.0
Underground carbon storage,CO2 transport pipelines,Sergipe-Alagoas,NA,NA,NA,NA,km,PE,2030,200.0
Underground carbon storage,CO2 transport pipelines,Sergipe-Alagoas,NA,NA,NA,NA,km,PE,2035,200.0
Underground carbon storage,CO2 transport pipelines,Sergipe-Alagoas,NA,NA,NA,NA,km,PE,2040,200.0
Underground carbon storage,CO2 transport pipelines,Sergipe-Alagoas,NA,NA,NA,NA,km,PE,2045,200.0
Underground carbon storage,CO2 transport pipelines,Sergipe-Alagoas,NA,NA,NA,NA,km,PE,2050,200.0
Underground carbon storage,CO2 transport pipelines,Sergipe-Alagoas,NA,NA,NA,NA,km,SE,2025,200.0
Underground carbon storage,CO2 transport pipelines,Sergipe-Alagoas,NA,NA,NA,NA,km,SE,2030,200.0
Underground carbon storage,CO2 transport pipelines,Sergipe-Alagoas,NA,NA,NA,NA,km,SE,2035,200.0
Underground carbon storage,CO2 transport pipelines,Sergipe-Alagoas,NA,NA,NA,NA,km,SE,2040,200.0
Underground carbon storage,CO2 transport pipelines,Sergipe-Alagoas,NA,NA,NA,NA,km,SE,2045,200.0
Underground carbon storage,CO2 transport pipelines,Sergipe-Alagoas,NA,NA,NA,NA,km,SE,2050,200.0
Underground carbon storage,CO2 transport pipelines,São Francisco,NA,NA,NA,NA,km,DF,2025,300.0
Underground carbon storage,CO2 transport pipelines,São Francisco,NA,NA,NA,NA,km,DF,2030,300.0
Underground carbon storage,CO2 transport pipelines,São Francisco,NA,NA,NA,NA,km,DF,2035,300.0
Underground carbon storage,CO2 transport pipelines,São Francisco,NA,NA,NA,NA,km,DF,2040,300.0
Underground carbon storage,CO2 transport pipelines,São Francisco,NA,NA,NA,NA,km,DF,2045,300.0
Underground carbon storage,CO2 transport pipelines,São Francisco,NA,NA,NA,NA,km,DF,2050,300.0
Underground carbon storage,CO2 transport pipelines,São Francisco,NA,NA,NA,NA,km,GO,2025,300.0
Underground carbon storage,CO2 transport pipelines,São Francisco,NA,NA,NA,NA,km,GO,2030,300.0
Underground carbon storage,CO2 transport pipelines,São Francisco,NA,NA,NA,NA,km,GO,2035,300.0
Underground carbon storage,CO2 transport pipelines,São Francisco,NA,NA,NA,NA,km,GO,2040,300.0
Underground carbon storage,CO2 transport pipelines,São Francisco,NA,NA,NA,NA,km,GO,2045,300.0
Underground carbon storage,CO2 transport pipelines,São Francisco,NA,NA,NA,NA,km,GO,2050,300.0
Underground carbon storage,CO2 transport pipelines,São Francisco,NA,NA,NA,NA,km,MG,2025,300.0
Underground carbon storage,CO2 transport pipelines,São Francisco,NA,NA,NA,NA,km,MG,2030,300.0
Underground carbon storage,CO2 transport pipelines,São Francisco,NA,NA,NA,NA,km,MG,2035,300.0
Underground carbon storage,CO2 transport pipelines,São Francisco,NA,NA,NA,NA,km,MG,2040,300.0
Underground carbon storage,CO2 transport pipelines,São Francisco,NA,NA,NA,NA,km,MG,2045,300.0
Underground carbon storage,CO2 transport pipelines,São Francisco,NA,NA,NA,NA,km,MG,2050,300.0
